"id";"sexe";"cellId";"col";"row";"nb_dans_cellule";"lon_grille";"lat_grille";"lon_reel";"lat_reel";"reaffecte";"deplacement_m";"issu_zone_non";"point_reel_hors_commune"
"575";"Masculin";"268";"12";"5";"4";"-4.08636779056796";"5.32210199313891";"-4.0802842";"5.323615";"1";"695";"0";"0"
"565";"Masculin";"268";"12";"5";"4";"-4.08411184865017";"5.32210596629648";"-4.0790335";"5.3225051";"1";"565";"0";"0"
"566";"Masculin";"268";"12";"5";"4";"-4.08636382342962";"5.31984076925008";"-4.0793918";"5.3225674";"1";"829";"0";"0"
"701";"Feminin";"268";"12";"5";"4";"-4.08410788974602";"5.3198447407102";"-4.088911231";"5.31585029391858";"1";"692";"0";"0"
"23";"Masculin";"238";"11";"14";"4";"-4.09095166784801";"5.36279596187549";"-4.0961575";"5.3689985";"1";"896";"1";"0"
"18";"Feminin";"238";"11";"14";"4";"-4.08869558053257";"5.36279998222662";"-4.0961163";"5.3708377";"1";"1211";"1";"0"
"19";"Feminin";"238";"11";"14";"4";"-4.09094765332834";"5.36053474443606";"-4.0960698";"5.3705916";"1";"1248";"1";"0"
"24";"Feminin";"238";"11";"14";"4";"-4.08869157431092";"5.36053876308247";"-4.0960488";"5.3705868";"1";"1378";"1";"0"
"583";"Masculin";"201";"9";"9";"4";"-4.0999356007127";"5.34016768380094";"-4.1038264";"5.3417562";"1";"466";"0";"0"
"584";"Masculin";"201";"9";"9";"4";"-4.09767960310853";"5.3401717202389";"-4.1034101";"5.3420683";"1";"669";"0";"0"
"577";"Feminin";"201";"9";"9";"4";"-4.09993157031841";"5.33790647152126";"-4.101005";"5.338295";"0";"126";"0";"0"
"590";"Feminin";"201";"9";"9";"4";"-4.09767558097664";"5.33791050624052";"-4.1002795";"5.3376621";"0";"290";"0";"0"
"453";"Masculin";"344";"16";"13";"4";"-4.0683828565895";"5.35831332221547";"-4.0693383";"5.3558471";"0";"292";"0";"0"
"467";"Masculin";"344";"16";"13";"4";"-4.06612676888557";"5.35831725603917";"-4.0678852";"5.3543436";"1";"481";"0";"0"
"269";"Masculin";"344";"16";"13";"4";"-4.06837892841573";"5.35605208754849";"-4.0665952";"5.3626944";"1";"761";"0";"1"
"270";"Masculin";"344";"16";"13";"4";"-4.06612284900302";"5.35605601970277";"-4.066654";"5.3626959";"1";"736";"0";"1"
"659";"Masculin";"119";"5";"7";"2";"-4.1179199796422";"5.32995978193394";"-4.11548";"5.3287517";"0";"302";"0";"0"
"658";"Feminin";"119";"5";"7";"2";"-4.11575427100173";"5.3299637129826";"-4.1152044";"5.3279499";"0";"231";"0";"0"
"283";"Masculin";"142";"6";"5";"4";"-4.11343895918406";"5.32205367134669";"-4.1111692";"5.3223659";"0";"254";"0";"0"
"289";"Masculin";"142";"6";"5";"4";"-4.11118303802087";"5.32205774356533";"-4.111858";"5.3195661";"0";"285";"0";"0"
"290";"Masculin";"142";"6";"5";"4";"-4.11343489323789";"5.31979246810232";"-4.1124327";"5.3193443";"0";"122";"0";"0"
"284";"Feminin";"142";"6";"5";"4";"-4.11117898030851";"5.31979653858119";"-4.1117422";"5.322719";"0";"329";"0";"0"
"443";"Masculin";"394";"18";"5";"2";"-4.05924932219166";"5.32101858172835";"-4.0581967";"5.3220233";"0";"161";"0";"0"
"444";"Feminin";"394";"18";"5";"2";"-4.05708360246982";"5.32102230006229";"-4.05733";"5.3204633";"0";"68";"0";"0"
"74";"Masculin";"178";"8";"11";"4";"-4.10446379578579";"5.34920441970976";"-4.1051895";"5.3463039";"0";"331";"0";"0"
"73";"Feminin";"178";"8";"11";"4";"-4.10220776856348";"5.34920847961743";"-4.1049661";"5.3461681";"0";"454";"0";"0"
"224";"Feminin";"178";"8";"11";"4";"-4.10445974191191";"5.34694321155508";"-4.1024101";"5.3454203";"1";"283";"0";"0"
"587";"Feminin";"178";"8";"11";"4";"-4.10220372296614";"5.34694726973694";"-4.102129";"5.342555";"1";"486";"0";"0"
"697";"Feminin";"247";"11";"5";"2";"-4.09083255858123";"5.32096349169461";"-4.090447456";"5.32035353140553";"0";"80";"0";"0"
"700";"Feminin";"247";"11";"5";"2";"-4.08866686157961";"5.32096732095778";"-4.090069913";"5.31890220675427";"0";"276";"0";"0"
"167";"Feminin";"55";"2";"8";"4";"-4.13151109339274";"5.33558792807419";"-4.1290737";"5.3364752";"0";"287";"0";"0"
"168";"Feminin";"55";"2";"8";"4";"-4.129255136874";"5.33559207693919";"-4.1293627";"5.3365856";"0";"110";"0";"0"
"174";"Feminin";"55";"2";"8";"4";"-4.13150695089065";"5.33332673988835";"-4.1283224";"5.3383647";"1";"659";"0";"0"
"176";"Feminin";"55";"2";"8";"4";"-4.12925100262676";"5.33333088698528";"-4.1293449";"5.3384242";"1";"563";"0";"0"
"622";"Masculin";"264";"12";"9";"4";"-4.0863995892383";"5.3401917781783";"-4.0875068";"5.337524";"0";"319";"0";"0"
"671";"Masculin";"264";"12";"9";"4";"-4.08414358131923";"5.34019576491588";"-4.0845271";"5.3410355";"0";"102";"0";"0"
"624";"Masculin";"264";"12";"9";"4";"-4.08639560841886";"5.3379305556393";"-4.0874518";"5.3472895";"1";"1041";"0";"0"
"668";"Feminin";"264";"12";"9";"4";"-4.08413960876237";"5.33793454067934";"-4.0860909";"5.339644";"0";"287";"0";"0"
"710";"Feminin";"16";"0";"5";"2";"-4.14046267492578";"5.32087365331463";"-4.13903784";"5.32245497298622";"0";"236";"0";"0"
"711";"Feminin";"16";"0";"5";"2";"-4.13829701497663";"5.32087765688339";"-4.137735656";"5.32191688033277";"0";"131";"0";"0"
"515";"Masculin";"328";"15";"8";"2";"-4.07280857131946";"5.33456257109351";"-4.073246";"5.333322";"0";"145";"0";"0"
"514";"Feminin";"328";"15";"8";"2";"-4.07064281376177";"5.33456634662485";"-4.0728244";"5.3324033";"0";"340";"0";"0"
"29";"Masculin";"193";"9";"17";"4";"-4.1000003225369";"5.37634705722738";"-4.1005651";"5.3759825";"0";"74";"0";"0"
"58";"Masculin";"193";"9";"17";"4";"-4.09774419225156";"5.37635112116627";"-4.0994083";"5.3721662";"1";"498";"0";"0"
"112";"Masculin";"193";"9";"17";"4";"-4.09999626443364";"5.37408584766211";"-4.0966868";"5.372596";"1";"402";"0";"0"
"20";"Feminin";"193";"9";"17";"4";"-4.0977401424675";"5.3740899098821";"-4.1007133";"5.3733663";"0";"339";"0";"0"
"568";"Masculin";"269";"12";"4";"4";"-4.08635985800128";"5.31757954519284";"-4.081311";"5.321758";"1";"726";"0";"0"
"569";"Masculin";"269";"12";"4";"4";"-4.08410393254832";"5.31758351495552";"-4.080215";"5.3202735";"1";"524";"0";"0"
"702";"Feminin";"269";"12";"4";"4";"-4.08635589428291";"5.31531832096725";"-4.088564371";"5.31650932663069";"1";"278";"0";"0"
"703";"Feminin";"269";"12";"4";"4";"-4.08409997705704";"5.31532228903251";"-4.087842904";"5.31596128890167";"1";"421";"0";"0"
"524";"Masculin";"291";"13";"3";"4";"-4.08184011256346";"5.31306502106792";"-4.07514";"5.3094846";"1";"841";"0";"0"
"417";"Masculin";"291";"13";"3";"4";"-4.07958420015196";"5.31306897095337";"-4.0766287";"5.3158199";"1";"447";"0";"0"
"418";"Masculin";"291";"13";"3";"4";"-4.08183616870495";"5.31080379311459";"-4.0765863";"5.3151837";"1";"757";"0";"0"
"706";"Feminin";"291";"13";"3";"4";"-4.0795802645135";"5.3108077413097";"-4.084407386";"5.30693003858634";"1";"686";"0";"0"
"592";"Masculin";"202";"9";"8";"4";"-4.09992754165566";"5.33564525907253";"-4.1011191";"5.3370278";"1";"202";"0";"0"
"28";"Masculin";"202";"9";"8";"4";"-4.09767156057274";"5.3356492920731";"-4.0965826";"5.3723262";"1";"4057";"1";"0"
"591";"Feminin";"202";"9";"8";"4";"-4.09992351472443";"5.33338404645483";"-4.1007405";"5.3373522";"1";"448";"0";"0"
"579";"Feminin";"202";"9";"8";"4";"-4.09766754189681";"5.33338807773672";"-4.1025479";"5.3384279";"1";"777";"0";"0"
"233";"Feminin";"186";"8";"3";"2";"-4.10435201138719";"5.31189454425422";"-4.1015067";"5.31261";"0";"325";"0";"0"
"234";"Feminin";"186";"8";"3";"2";"-4.10218635591832";"5.31189841443028";"-4.10354";"5.3126";"0";"169";"0";"0"
"395";"Masculin";"135";"6";"12";"4";"-4.11349606646994";"5.35371049902993";"-4.1048672";"5.3500076";"1";"1040";"0";"0"
"27";"Masculin";"135";"6";"12";"4";"-4.11124002966067";"5.35371459560662";"-4.0962222";"5.3686716";"1";"2346";"1";"0"
"393";"Feminin";"135";"6";"12";"4";"-4.11349197598421";"5.35144929815276";"-4.1129264";"5.3506735";"0";"106";"0";"0"
"408";"Feminin";"135";"6";"12";"4";"-4.11123594745845";"5.35145339298951";"-4.1139648";"5.3529389";"0";"344";"0";"0"
"198";"Masculin";"351";"16";"6";"4";"-4.06832801521584";"5.32665602148371";"-4.0655694";"5.3244599";"0";"390";"0";"0"
"199";"Masculin";"351";"16";"6";"4";"-4.06607204326608";"5.3266599319366";"-4.0654422";"5.325823";"0";"116";"0";"0"
"200";"Masculin";"351";"16";"6";"4";"-4.06832411058857";"5.32439478445089";"-4.065461";"5.3263445";"0";"384";"0";"0"
"213";"Feminin";"351";"16";"6";"4";"-4.06606814688034";"5.32439869323453";"-4.0664646";"5.3242318";"0";"48";"0";"0"
"175";"Masculin";"54";"2";"9";"4";"-4.13151938374058";"5.34011030393837";"-4.1291822";"5.3383109";"0";"327";"0";"0"
"173";"Feminin";"54";"2";"9";"4";"-4.12926341070148";"5.34011445633952";"-4.1282112";"5.3384012";"0";"222";"0";"0"
"262";"Feminin";"54";"2";"9";"4";"-4.13151523767605";"5.33784911609089";"-4.1271089";"5.3399236";"1";"539";"0";"0"
"263";"Feminin";"54";"2";"9";"4";"-4.1292592728989";"5.33785326672395";"-4.1264045";"5.3402174";"1";"410";"0";"0"
"323";"Masculin";"330";"15";"6";"4";"-4.07283995406673";"5.32664817579028";"-4.0711689";"5.3237075";"0";"374";"0";"0"
"505";"Masculin";"330";"15";"6";"4";"-4.07058398548391";"5.32665210276826";"-4.0697453";"5.3268649";"0";"96";"0";"0"
"338";"Feminin";"330";"15";"6";"4";"-4.07283603295649";"5.32438694210656";"-4.0756405";"5.3205769";"1";"523";"0";"0"
"326";"Feminin";"330";"15";"6";"4";"-4.07058007261514";"5.32439086740823";"-4.0692324";"5.3191152";"1";"602";"0";"0"
"564";"Masculin";"289";"13";"5";"4";"-4.0818559050259";"5.32210993119876";"-4.0789135";"5.3229899";"0";"340";"0";"0"
"567";"Feminin";"289";"13";"5";"4";"-4.0795999596987";"5.32211388784572";"-4.0797336";"5.3228524";"0";"83";"0";"0"
"337";"Feminin";"289";"13";"5";"4";"-4.08185195435597";"5.31984870391856";"-4.0763307";"5.3188803";"1";"621";"0";"0"
"563";"Feminin";"289";"13";"5";"4";"-4.07959601726302";"5.31985265887512";"-4.0781656";"5.3231481";"1";"397";"0";"0"
"430";"Masculin";"413";"19";"7";"4";"-4.05479987375256";"5.33120185374707";"-4.0546533";"5.3306617";"0";"62";"0";"0"
"432";"Masculin";"413";"19";"7";"4";"-4.0525438752931";"5.3312057179202";"-4.054295";"5.3302017";"0";"224";"0";"0"
"429";"Feminin";"413";"19";"7";"4";"-4.05479601525411";"5.32894060708861";"-4.05383";"5.3313717";"0";"289";"0";"0"
"433";"Feminin";"413";"19";"7";"4";"-4.05254002504345";"5.32894446961363";"-4.0540683";"5.3299083";"0";"200";"0";"0"
"578";"Masculin";"180";"8";"9";"4";"-4.10444759072276";"5.34015958607517";"-4.1025203";"5.3376971";"0";"346";"0";"0"
"95";"Masculin";"180";"8";"9";"4";"-4.10219159658529";"5.34016363907968";"-4.103991";"5.3416151";"1";"256";"0";"0"
"96";"Feminin";"180";"8";"9";"4";"-4.10444354380377";"5.33789837724348";"-4.1033222";"5.3409594";"0";"361";"0";"0"
"94";"Feminin";"180";"8";"9";"4";"-4.10218755792864";"5.33790242852223";"-4.1045649";"5.3420378";"1";"528";"0";"0"
"119";"Masculin";"192";"9";"18";"4";"-4.10000844393969";"5.38086947584709";"-4.0998285";"5.3797155";"0";"129";"0";"0"
"106";"Feminin";"192";"9";"18";"4";"-4.0977522970053";"5.38087354322381";"-4.0998942";"5.3797182";"0";"270";"0";"0"
"115";"Feminin";"192";"9";"18";"4";"-4.10000438237224";"5.3786082666224";"-4.0957214";"5.3811635";"1";"552";"0";"0"
"116";"Feminin";"192";"9";"18";"4";"-4.09774824376415";"5.37861233228019";"-4.0963241";"5.3812399";"1";"331";"0";"0"
"232";"Masculin";"117";"5";"9";"2";"-4.11793635087183";"5.3390045770388";"-4.106158";"5.3400486";"1";"1310";"0";"0"
"581";"Feminin";"117";"5";"9";"2";"-4.11577061053199";"5.33900851479554";"-4.105785";"5.339875";"1";"1111";"0";"0"
"181";"Masculin";"73";"3";"11";"4";"-4.12702397178909";"5.34916336428488";"-4.1293097";"5.339388";"1";"1110";"0";"0"
"182";"Masculin";"73";"3";"11";"4";"-4.12476796211454";"5.34916750716447";"-4.12914";"5.3392871";"1";"1195";"0";"0"
"183";"Feminin";"73";"3";"11";"4";"-4.12701983515162";"5.34690217358225";"-4.1291023";"5.3393542";"1";"866";"0";"0"
"184";"Feminin";"73";"3";"11";"4";"-4.12476383375328";"5.34690631470076";"-4.1290695";"5.3393078";"1";"966";"0";"0"
"390";"Masculin";"136";"6";"11";"2";"-4.11344072323756";"5.34805757844497";"-4.1158375";"5.349654";"1";"319";"0";"0"
"225";"Feminin";"136";"6";"11";"2";"-4.11127494777468";"5.34806150698276";"-4.1066757";"5.344276";"1";"659";"0";"0"
"351";"Masculin";"370";"17";"8";"4";"-4.06383163896116";"5.33570879391235";"-4.0614311";"5.336309";"0";"274";"0";"0"
"352";"Feminin";"370";"17";"8";"4";"-4.06157563065679";"5.33571269448895";"-4.0610362";"5.336161";"0";"78";"0";"0"
"317";"Feminin";"370";"17";"8";"4";"-4.06382774411841";"5.33344755421899";"-4.0592433";"5.3373854";"1";"669";"0";"0"
"318";"Feminin";"370";"17";"8";"4";"-4.06157174406983";"5.33345145313335";"-4.0592924";"5.3375642";"1";"520";"0";"0"
"544";"Masculin";"262";"12";"11";"4";"-4.08641552961912";"5.34923666664313";"-4.0837498";"5.3494319";"0";"296";"0";"0"
"490";"Masculin";"262";"12";"11";"4";"-4.08415948861421";"5.349240660171";"-4.0873166";"5.3532704";"1";"566";"0";"0"
"545";"Feminin";"262";"12";"11";"4";"-4.08641154195839";"5.34697544478074";"-4.0835561";"5.3478957";"0";"332";"0";"0"
"493";"Feminin";"262";"12";"11";"4";"-4.08415550923027";"5.34697943661102";"-4.0875705";"5.3505577";"1";"547";"0";"0"
"195";"Masculin";"352";"16";"5";"4";"-4.06832020764296";"5.32213354724962";"-4.0690862";"5.3220262";"0";"86";"0";"0"
"212";"Masculin";"352";"16";"5";"4";"-4.06606425217272";"5.32213745436401";"-4.0664668";"5.3242578";"1";"239";"0";"0"
"194";"Feminin";"352";"16";"5";"4";"-4.06831630637899";"5.31987230987995";"-4.0660581";"5.321349";"0";"299";"0";"0"
"196";"Feminin";"352";"16";"5";"4";"-4.06606035914318";"5.31987621532511";"-4.0683518";"5.3220021";"0";"346";"0";"0"
"155";"Masculin";"161";"7";"7";"4";"-4.10894333047819";"5.33110663272385";"-4.1071146";"5.3287622";"0";"329";"0";"0"
"156";"Feminin";"161";"7";"7";"4";"-4.10668737284941";"5.3311106953636";"-4.1071336";"5.3300578";"0";"126";"0";"0"
"166";"Feminin";"161";"7";"7";"4";"-4.1089392740174";"5.3288454266783";"-4.1072882";"5.3279523";"0";"208";"0";"0"
"295";"Feminin";"161";"7";"7";"4";"-4.1066833246367";"5.32884948758529";"-4.1066965";"5.3310304";"0";"241";"0";"0"
"218";"Masculin";"197";"9";"13";"4";"-4.09996790620636";"5.3582573759441";"-4.1013004";"5.352385";"1";"666";"0";"0"
"8";"Masculin";"197";"9";"13";"4";"-4.09771184237521";"5.35826142613214";"-4.1048371";"5.36631";"1";"1190";"0";"0"
"72";"Feminin";"197";"9";"13";"4";"-4.09996386195859";"5.35599616501936";"-4.1001261";"5.3559874";"0";"18";"0";"0"
"7";"Feminin";"197";"9";"13";"4";"-4.09770780641824";"5.3560002134886";"-4.1046688";"5.3665411";"1";"1398";"0";"0"
"180";"Masculin";"34";"1";"8";"4";"-4.13602300108306";"5.33557960551686";"-4.1304196";"5.3388719";"1";"720";"0";"0"
"720";"Feminin";"34";"1";"8";"4";"-4.13376704813028";"5.33558377093341";"-4.137114853";"5.33423614566115";"0";"400";"0";"0"
"724";"Feminin";"34";"1";"8";"4";"-4.13601884207136";"5.33331842087771";"-4.137114853";"5.33611964077129";"0";"333";"0";"0"
"179";"Feminin";"34";"1";"8";"4";"-4.13376289737336";"5.33332258451914";"-4.1313141";"5.3392455";"1";"709";"0";"0"
"171";"Masculin";"97";"4";"8";"2";"-4.12200693844161";"5.33447474932842";"-4.1265015";"5.3365708";"1";"549";"0";"0"
"169";"Feminin";"97";"4";"8";"2";"-4.12027436143068";"5.3344779089497";"-4.1274029";"5.3364408";"1";"819";"0";"0"
"279";"Feminin";"320";"15";"16";"4";"-4.07291873095907";"5.37187281397479";"-4.0697769";"5.3674795";"1";"598";"0";"1"
"280";"Feminin";"320";"15";"16";"4";"-4.07178868851236";"5.370744179722";"-4.071039";"5.3650421";"1";"636";"0";"1"
"277";"Feminin";"320";"15";"16";"4";"-4.07291477606713";"5.36961158367554";"-4.0686722";"5.3654269";"1";"660";"0";"1"
"278";"Feminin";"320";"15";"16";"4";"-4.07178868851236";"5.370744179722";"-4.0685744";"5.3653905";"1";"691";"0";"1"
"304";"Masculin";"369";"17";"9";"4";"-4.06383943367083";"5.34023127279263";"-4.0605133";"5.34002";"0";"369";"0";"0"
"314";"Masculin";"369";"17";"9";"4";"-4.06158340884423";"5.34023517669376";"-4.0602016";"5.3380947";"1";"282";"0";"0"
"303";"Feminin";"369";"17";"9";"4";"-4.06383553547862";"5.33797003343691";"-4.0606048";"5.3399534";"0";"420";"0";"0"
"316";"Feminin";"369";"17";"9";"4";"-4.06157951891491";"5.33797393567578";"-4.059465";"5.3373317";"1";"245";"0";"0"
"162";"Masculin";"159";"7";"9";"4";"-4.10895957377813";"5.34015145521649";"-4.108457";"5.3369917";"0";"354";"0";"0"
"231";"Feminin";"159";"7";"9";"4";"-4.10670358312156";"5.34015552478743";"-4.1069199";"5.3400988";"0";"25";"0";"0"
"588";"Feminin";"159";"7";"9";"4";"-4.10895551033456";"5.3378902498469";"-4.1014917";"5.341555";"1";"921";"0";"0"
"88";"Feminin";"159";"7";"9";"4";"-4.10669952794026";"5.33789431768503";"-4.1060455";"5.3439153";"1";"670";"0";"0"
